name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Bruck an der Mur, Austria",2006-08-26,22.1,11,16,22.1,11,16,11.3,77.4,0,0,0,,0,0,,11.2,175.9,1010.8,65.4,11,,,,,2006-08-26T06:09:14,2006-08-26T19:51:23,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-27,23.1,10.3,14.8,23.1,10.3,14.8,12.3,87.1,0.008,100,8.33,rain,0,0,,14.8,98.4,1011.8,62.7,10,,,,,2006-08-27T06:10:34,2006-08-27T19:49:30,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11180099999,11229099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-28,22.1,10.8,16.3,22.1,10.8,16.3,11.1,76,0.001,100,4.17,rain,0,0,,20.5,153,1010.6,73.5,7.2,,,,,2006-08-28T06:11:53,2006-08-28T19:47:35,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-29,21.1,10.1,16,21.1,10.1,16,7.7,64.3,16.592,100,12.5,rain,0,0,,14.8,306.1,1006.9,71,11.9,,,,,2006-08-29T06:13:13,2006-08-29T19:45:40,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-30,19.1,9.8,13.9,19.1,9,13.9,7.1,67.3,0.308,100,16.67,rain,0,0,,24.1,323.8,1011.9,78.1,10,,,,,2006-08-30T06:14:33,2006-08-30T19:43:44,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"11170099999,11180099999,11229099999,11240099999,11175099999,11185099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-08-31,21.1,9.1,14.6,21.1,9.1,14.6,6.2,62.4,0.511,100,8.33,rain,0,0,,24.1,315.4,1020.2,56.7,12.2,,,,,2006-08-31T06:15:52,2006-08-31T19:41:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"11382099999,11170099999,11180099999,11240099999,11175099999,11292099999,11355099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-09-01,23.1,6.1,14.7,23.1,6.1,14.7,7.4,67.5,0,0,0,,0,0,,11.2,167.2,1021.9,14.6,12.8,,,,,2006-09-01T06:17:12,2006-09-01T19:39:50,0.25,Clear,Clear conditions throughout the day.,clear-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-09-02,25.8,9.7,17,25.8,9.7,17,11.8,75.4,0,0,0,,0,0,,7.6,134.4,1018.3,45.1,11.3,,,,,2006-09-02T06:18:32,2006-09-02T19:37:52,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-03,27.1,13.2,19.1,26.9,13.2,19.1,14.7,79.3,0,0,0,,0,0,,14.8,128.6,1018.6,89.4,11.2,,,,,2006-09-03T06:19:51,2006-09-03T19:35:54,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-04,33.1,15.1,23.2,31.6,15.1,23,16,70.8,0.001,100,4.17,rain,0,0,,16.6,330.5,1020,46.8,10.8,,,,,2006-09-04T06:21:11,2006-09-04T19:33:55,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-05,30.1,16.1,22.4,29.2,16.1,22.3,16,71.9,0,0,0,,0,0,,11.2,166.8,1021.5,33.8,11.2,,,,,2006-09-05T06:22:31,2006-09-05T19:31:56,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11382099999,11170099999,11180099999,11240099999,11175099999,11292099999,11355099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-09-06,25.1,13.8,20.6,25.1,13.8,20.6,15.1,73.4,0,0,0,,0,0,,10.8,114.3,1021.5,58.5,11.7,,,,,2006-09-06T06:23:50,2006-09-06T19:29:56,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-07,26.1,14.6,20.1,26.1,14.6,20.1,17.2,84.6,0,0,0,,0,0,,10.8,82.9,1017.2,78.9,9.9,,,,,2006-09-07T06:25:10,2006-09-07T19:27:56,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-08,23.1,10.6,18.5,23.1,10.6,18.5,11.5,70,4.103,100,12.5,rain,0,0,,22.3,356.7,1019.4,74,8.1,,,,,2006-09-08T06:26:29,2006-09-08T19:25:56,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-09,21.6,6.8,14.2,21.6,6.8,14.2,7.5,69.3,0,0,0,,0,0,,9.4,130.2,1028.3,25.9,14.1,,,,,2006-09-09T06:27:49,2006-09-09T19:23:55,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-10,22.1,7.4,14.8,22.1,7.4,14.8,8,69.3,0,0,0,,0,0,,14.8,148.3,1028.8,16.3,9,,,,,2006-09-10T06:29:09,2006-09-10T19:21:53,0.59,Clear,Clear conditions throughout the day.,clear-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-11,22.1,7.9,15.1,22.1,7.9,15.1,9.9,74.8,0,0,0,,0,0,,11.2,125.2,1027.2,49.7,10.5,,,,,2006-09-11T06:30:28,2006-09-11T19:19:52,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-12,23.1,9.2,16,23.1,9.2,16,10.5,74.6,0,0,0,,0,0,,14.8,139,1024.7,25.6,7.2,,,,,2006-09-12T06:31:48,2006-09-12T19:17:50,0.66,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"11382099999,11170099999,11180099999,11240099999,11175099999,11292099999,11355099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-09-13,23.1,9.1,16,23.1,9.1,16,9.7,71.4,0,0,0,,0,0,,13,113.6,1022.3,27.9,8,,,,,2006-09-13T06:33:08,2006-09-13T19:15:48,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11382099999,11385099999,11170099999,11180099999,11240099999,11175099999,11292099999,11185099999,11355099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-09-14,26.1,9.1,16.9,26.1,9.1,16.9,11.8,75.8,0,0,0,,0,0,,18.4,137,1016.8,35.3,6.9,,,,,2006-09-14T06:34:28,2006-09-14T19:13:46,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11382099999,11170099999,11180099999,11240099999,11175099999,11292099999,11355099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-09-15,20.8,13.1,16.9,20.8,13.1,16.9,15.3,91,1.392,100,4.17,rain,0,0,,11.2,12,1013.2,88.3,5.3,,,,,2006-09-15T06:35:47,2006-09-15T19:11:44,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"11382099999,11170099999,11180099999,11240099999,11175099999,11292099999,11355099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-09-16,16.1,12.9,15.4,16.1,12.9,15.4,15,97.8,15.404,100,25,rain,0,0,,12.7,13,1013.7,92.8,4.2,,,,,2006-09-16T06:37:07,2006-09-16T19:09:41,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"11385099999,11382099999,11170099999,11180099999,11240099999,11175099999,11292099999,11185099999,11355099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-09-17,19.8,13.8,16.4,19.8,13.8,16.4,14.9,91.8,17.594,100,20.83,rain,0,0,,9.4,357.7,1012.3,93.5,9.2,,,,,2006-09-17T06:38:27,2006-09-17T19:07:39,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-18,20.1,15,16.8,20.1,15,16.8,16,95.5,10.489,100,20.83,rain,0,0,,11.2,49.1,1011.2,90.2,4.5,,,,,2006-09-18T06:39:47,2006-09-18T19:05:36,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"11382099999,11170099999,11180099999,11240099999,11175099999,11292099999,11355099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-09-19,21.1,14.3,17.4,21.1,14.3,17.4,15.4,88.8,5.032,100,12.5,rain,0,0,,9.7,277.5,1013,90.8,6.9,,,,,2006-09-19T06:41:08,2006-09-19T19:03:33,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"11382099999,11170099999,11180099999,11240099999,11175099999,11292099999,11355099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-09-20,25.1,13,18.1,25.1,13,18.1,11.6,71.4,0.068,100,8.33,rain,0,0,,13,325,1017.8,30,9.8,,,,,2006-09-20T06:42:28,2006-09-20T19:01:31,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11382099999,11385099999,11180099999,11170099999,11240099999,11175099999,11292099999,11185099999,11355099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-09-21,23.1,10,16.4,23.1,10,16.4,12.1,78.4,0,0,0,,0,0,,11.2,122,1020.6,60.7,9.4,,,,,2006-09-21T06:43:48,2006-09-21T18:59:28,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11382099999,11170099999,11180099999,11240099999,11175099999,11292099999,11355099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-09-22,22.1,11.8,17.8,22.1,11.8,17.8,13.7,79,0,0,0,,0,0,,10.8,92.4,1018.4,77.4,9.7,,,,,2006-09-22T06:45:09,2006-09-22T18:57:25,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-23,21.1,11.1,16.6,21.1,11.1,16.6,9.9,68.1,0,0,0,,0,0,,10.8,78.9,1020.2,36.1,11.8,,,,,2006-09-23T06:46:29,2006-09-23T18:55:23,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-24,23.1,7.7,14.9,23.1,7.7,14.9,10.2,77,0,0,0,,0,0,,14.8,131.7,1017.9,22.1,12,,,,,2006-09-24T06:47:50,2006-09-24T18:53:20,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-25,22.1,9.1,14.9,22.1,9.1,14.9,12,85.1,0,0,0,,0,0,,10.8,73.6,1013.2,52.1,6.9,,,,,2006-09-25T06:49:11,2006-09-25T18:51:18,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-26,24.1,10.1,16.4,24.1,10.1,16.4,11.5,77,0,0,0,,0,0,,18.4,49.9,1012.7,54.5,7.3,,,,,2006-09-26T06:50:32,2006-09-26T18:49:15,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-27,22.1,9.7,15,22.1,9.7,15,12.1,84.9,0.006,100,4.17,rain,0,0,,11.2,278.7,1014.1,74.1,10.9,,,,,2006-09-27T06:51:54,2006-09-27T18:47:13,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-28,23.1,10.1,15.4,23.1,10.1,15.4,11.2,79.7,0,0,0,,0,0,,7.6,190.1,1012.9,40.8,7.1,,,,,2006-09-28T06:53:15,2006-09-28T18:45:12,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-29,22.1,9.1,15.2,22.1,9.1,15.2,12,83.2,0,0,0,,0,0,,7.6,229.8,1014,45.1,7.3,,,,,2006-09-29T06:54:37,2006-09-29T18:43:10,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-09-30,23.1,10.1,15.9,23.1,10.1,15.9,12.9,84.6,0.001,100,4.17,rain,0,0,,9.4,150.6,1015.1,32.9,6,,,,,2006-09-30T06:55:59,2006-09-30T18:41:09,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-01,25.1,10.1,16.6,25.1,10.1,16.6,12.8,81.2,0,0,0,,0,0,,9.4,73.4,1015.5,60.4,5.5,,,,,2006-10-01T06:57:21,2006-10-01T18:39:08,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-02,23.1,13.3,17.4,23.1,13.3,17.4,15,87.1,0,0,0,,0,0,,5.4,104.2,1015.7,71.5,9.2,,,,,2006-10-02T06:58:43,2006-10-02T18:37:07,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-03,26.1,11.9,18.4,26.1,11.9,18.4,13.2,75.8,0,0,0,,0,0,,20.5,202.8,1007.2,70.5,7.7,,,,,2006-10-03T07:00:05,2006-10-03T18:35:07,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-04,20.1,10.8,14.6,20.1,10.8,14.6,13.3,92.3,19.492,100,29.17,rain,0,0,,24.1,324.8,1010,91.8,10.7,,,,,2006-10-04T07:01:28,2006-10-04T18:33:07,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-05,18.1,8.3,12.3,18.1,7.6,12.2,8.5,80.3,4.899,100,16.67,rain,0,0,,9.4,286.8,1019.1,79.4,11.9,,,,,2006-10-05T07:02:51,2006-10-05T18:31:07,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-10-06,19.1,5.1,11,19.1,5.1,10.9,6.5,78.2,0,0,0,,0,0,,11.2,219.8,1021.4,30.6,12.2,,,,,2006-10-06T07:04:15,2006-10-06T18:29:08,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-07,18.1,5.1,11.1,18.1,5.1,11.1,8,83.4,0.503,100,8.33,rain,0,0,,7.6,266,1016,67.3,8.5,,,,,2006-10-07T07:05:38,2006-10-07T18:27:10,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-08,19.1,6.8,13.1,19.1,6.8,13.1,7.8,74.9,0,0,0,,0,0,,9.4,195.7,1023,35.5,11.2,,,,,2006-10-08T07:07:02,2006-10-08T18:25:12,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-09,19.1,4.9,10.6,19.1,4.9,10.6,6.5,79.3,0,0,0,,0,0,,5.4,6.1,1024.3,19.5,8.3,,,,,2006-10-09T07:08:26,2006-10-09T18:23:14,0.58,Clear,Clear conditions throughout the day.,clear-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-10,20.1,5.1,10.9,20.1,5.1,10.9,7.4,82.3,0,0,0,,0,0,,9.4,260.5,1023.7,11.3,9.1,,,,,2006-10-10T07:09:51,2006-10-10T18:21:18,0.61,Clear,Clear conditions throughout the day.,clear-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-11,19.1,6.1,11.2,19.1,6.1,11.2,8,83.4,0,0,0,,0,0,,13.3,147.3,1021,22.2,6.1,,,,,2006-10-11T07:11:15,2006-10-11T18:19:22,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-12,19.1,6.1,10.6,19.1,5.2,10.5,8.3,87.9,0,0,0,,0,0,,7.2,226.1,1021.6,23.5,4.3,,,,,2006-10-12T07:12:40,2006-10-12T18:17:26,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-13,19.1,7.1,12.6,19.1,7.1,12.5,10.2,87,0,0,0,,0,0,,13,147.4,1026.7,66.4,5.2,,,,,2006-10-13T07:14:06,2006-10-13T18:15:31,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-14,17.1,7.8,13.3,17.1,7.8,13.3,10.9,86.5,0,0,0,,0,0,,7.2,46.5,1028.6,70.3,5.5,,,,,2006-10-14T07:15:31,2006-10-14T18:13:37,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-15,18.1,5.7,10.6,18.1,5.7,10.6,7.5,84,0,0,0,,0,0,,7.6,213.9,1027,20.8,6.4,,,,,2006-10-15T07:16:57,2006-10-15T18:11:44,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-16,15.1,3.5,8.8,15.1,2,8.6,4.9,80,0,0,0,,0,0,,14.4,196.3,1024.9,42.7,7.1,,,,,2006-10-16T07:18:23,2006-10-16T18:09:52,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-17,14.1,0.9,6.1,14.1,0.9,6,2.1,79.6,0,0,0,,0,0,,11.2,131.9,1023.5,30.2,7.4,,,,,2006-10-17T07:19:50,2006-10-17T18:08:00,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-18,13.1,0.1,5.8,13.1,0.1,5.8,3,84.5,0,0,0,,0,0,,9.4,139.7,1017.8,12,8,,,,,2006-10-18T07:21:17,2006-10-18T18:06:10,0.87,Clear,Clear conditions throughout the day.,clear-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-19,15.1,2.1,6.8,15.1,2.1,6.8,4.6,87.6,0,0,0,,0,0,,7.6,251.4,1010.4,64.3,5.7,,,,,2006-10-19T07:22:44,2006-10-19T18:04:20,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-20,18.1,4.1,10.3,18.1,4.1,10.3,8,86.8,0,0,0,,0,0,,9.4,159.2,1006.9,79.6,9.9,,,,,2006-10-20T07:24:11,2006-10-20T18:02:31,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-21,18.1,5.1,11.3,18.1,5.1,11.2,9.1,88,0,0,0,,0,0,,7.6,280.1,1007.9,46.4,7.7,,,,,2006-10-21T07:25:39,2006-10-21T18:00:43,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-22,21.1,7.1,12.4,21.1,7.1,12.4,9.2,83.5,0,0,0,,0,0,,9.4,152.9,1011.7,37.4,7.6,,,,,2006-10-22T07:27:07,2006-10-22T17:58:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-23,22.1,7.9,13,22.1,7.9,13,9.6,83.1,0,0,0,,0,0,,13,219.7,1008.5,78.4,7.8,,,,,2006-10-23T07:28:35,2006-10-23T17:57:11,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-24,19.1,8.2,13.6,19.1,8.2,13.6,12.3,92.9,16.011,100,16.67,rain,0,0,,14.8,285.4,1006.9,90.3,8.9,,,,,2006-10-24T07:30:04,2006-10-24T17:55:27,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-25,18.1,8.8,13,18.1,8.8,13,11.6,91.9,0.003,100,4.17,rain,0,0,,9.4,61.5,1016.3,59.6,8.8,,,,,2006-10-25T07:31:33,2006-10-25T17:53:43,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-26,18.1,8.1,12.2,18.1,8.1,12.2,10.7,91.1,0,0,0,,0,0,,5.4,15.5,1018.7,66.9,8.8,,,,,2006-10-26T07:33:02,2006-10-26T17:52:01,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-27,23.1,8.1,13.6,23.1,8.1,13.6,10.9,86.2,0,0,0,,0,0,,7.2,249.5,1021.3,35.9,6.6,,,,,2006-10-27T07:34:31,2006-10-27T17:50:21,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-28,19.1,9.4,13.5,19.1,9.4,13.5,12.6,94.4,0.501,100,12.5,rain,0,0,,5.4,35.4,1024.9,74.8,8.3,,,,,2006-10-28T07:36:01,2006-10-28T17:48:41,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-29,21.1,9.1,13.8,21.1,9.1,13.8,9.9,80.6,8.335,100,12.5,rain,0,0,,24.1,312.6,1014.7,82,7.1,,,,,2006-10-29T06:37:31,2006-10-29T16:47:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11380099999,11241099999"
"Bruck an der Mur, Austria",2006-10-30,14.1,4.1,9.8,14.1,2.3,9.5,4.5,71.5,6.796,100,12.5,rain,0,0,38.9,29.5,5.7,1019.5,58.9,10,,,,,2006-10-30T06:39:01,2006-10-30T16:45:26,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-10-31,13.1,1.1,6.3,13.1,1.1,6.2,3.5,83.9,0,0,0,,0,0,,5.4,11.7,1017.6,51.1,11.3,,,,,2006-10-31T06:40:31,2006-10-31T16:43:51,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-11-01,10.5,4.6,6.8,10.5,1.4,6.3,4.8,89.5,0.004,100,8.33,rain,0,0,,14.4,249.7,1009.4,80.5,6.1,,,,,2006-11-01T06:42:01,2006-11-01T16:42:17,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11241099999"
"Bruck an der Mur, Austria",2006-11-02,5.1,-0.9,2.3,3.1,-4.5,-0.5,-7.7,53.2,0.001,100,4.17,rain,0,0,,37.1,310.3,1019.3,45.6,10.6,,,,,2006-11-02T06:43:32,2006-11-02T16:40:44,0.39,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-11-03,6.1,-2.9,0.4,5.1,-4.1,-1,-3.7,77.9,7.587,100,16.67,"rain,snow",0.4,0.2,,25.9,343.3,1023.2,60.4,10.5,,,,,2006-11-03T06:45:02,2006-11-03T16:39:13,0.43,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-11-04,8.1,-2.4,1.4,8.1,-2.4,1.3,-1.8,82.2,0,0,0,,0.4,0.7,,7.2,294.1,1026.7,63.4,6.7,,,,,2006-11-04T06:46:33,2006-11-04T16:37:44,0.46,Partially cloudy,Partly cloudy throughout the day.,snow,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-11-05,12.1,0.1,6.1,12.1,-2.5,5.5,0.4,69.6,1.309,100,25,rain,0,0.1,46.4,14.4,289.6,1021.5,100,9.6,,,,,2006-11-05T06:48:03,2006-11-05T16:36:17,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"11170099999,11180099999,11240099999,11175099999,11292099999,11384099999,11241099999"
"Bruck an der Mur, Austria",2006-11-06,13.1,1.7,8.3,13.1,1.7,8,1.9,66.8,0.004,100,16.67,rain,0,0,,18,277,1021.9,90.3,10.1,,,,,2006-11-06T06:49:34,2006-11-06T16:34:51,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"11170099999,11240099999,11175099999,11292099999,11384099999,11241099999"
